station_id,station_name,city_code,canonical_city_name,mapping_method,evidence_note,review_status
N019,兴闽,350100,福州市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N020,包头,150200,包头市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N021,北沙,440400,珠海市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N022,南京(南京,320100,南京市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N023,南京(扬子,320100,南京市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N024,南宁,450100,南宁市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N025,南昌,360100,南昌市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N026,南沙,440100,广州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N027,南海,440600,佛山市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N028,南疆(天津,120000,天津市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N029,合肥,340100,合肥市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N030,吉安长塘,360800,吉安市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N031,吉林,220200,吉林市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N032,呼和浩特,150100,呼和浩特市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N033,咸阳,610400,咸阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N034,哈密,650500,哈密市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N035,嘉兴(陈山,330400,嘉兴市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N036,固安,131000,廊坊市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N037,大港,120000,天津市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N038,大理,532900,大理白族自治州,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N039,大鹏湾,440300,深圳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N040,太原,140100,太原市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N041,妈湾,440300,深圳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N042,娄底,431300,娄底市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N043,宁海,330200,宁波市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N044,安宁,530100,昆明市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N045,安庆,340800,安庆市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N046,宿州,341300,宿州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N047,寻甸,530100,昆明市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N048,巩义,410100,郑州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N049,巴彦淖尔,150800,巴彦淖尔市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N050,广水,421300,随州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N051,广水武胜关镇,421300,随州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N052,张掖,620700,张掖市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N053,徐州,320300,徐州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N054,徐州(新沂,320300,徐州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N055,德州,371400,德州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N056,惠州,441300,惠州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N057,成都,510100,成都市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N058,抚顺,210400,抚顺市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N059,拉萨,540100,拉萨市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N060,斗门,440400,珠海市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N061,新乡,410700,新乡市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N062,昆东,530100,昆明市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N063,昆明,530100,昆明市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N064,晋中,140700,晋中市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N065,曲阜,370800,济宁市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N066,曲靖,530300,曲靖市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N067,枣庄,370400,枣庄市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N068,柳园,620900,酒泉市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N069,柳州,450200,柳州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N070,柳库,450200,柳州市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N071,株洲,430200,株洲市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N072,格尔木,632800,海西蒙古族藏族自治州,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N073,桂林,450300,桂林市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N074,桐庐,330100,杭州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N075,梅州,441400,梅州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N076,樟树,360900,宜春市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N077,武威,620600,武威市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N078,武汉,420100,武汉市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N079,武清,120000,天津市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N080,江津,500000,重庆市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N081,江门,440700,江门市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N082,汤阴,410500,安阳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N083,汨罗,430600,岳阳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N084,沧州,130900,沧州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N085,泉港,350500,泉州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N086,泰安,370900,泰安市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N087,泰州(泰州,321200,泰州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N088,洛阳,410300,洛阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N089,济南,370100,济南市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N090,济宁,370800,济宁市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N091,淄博,370300,淄博市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N092,淮南,340400,淮南市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N093,湖州(湖州,330500,湖州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N094,湘潭,430300,湘潭市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N095,湛江,440800,湛江市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N096,漯河,411100,漯河市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N097,潍坊,370700,潍坊市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N098,濮阳,410900,濮阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N099,灵昆,330300,温州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N100,独山子,650200,克拉玛依市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N101,玉溪,530400,玉溪市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N102,王家沟,650100,乌鲁木齐市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N103,珠海,440400,珠海市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N104,瑞安,330300,温州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N105,盐城(盐城,320900,盐城市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N106,石家庄,130100,石家庄市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N107,石湖山,350200,厦门市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N108,秋田冲,530100,昆明市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N109,简阳,510100,成都市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N110,算山,330200,宁波市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N111,绍兴,330600,绍兴市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N112,耒阳,430400,衡阳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N113,聊城,371500,聊城市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N114,肥城,370900,泰安市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N115,花都,440100,广州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N117,茂名,440900,茂名市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N118,荆州,421000,荆州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N119,荆门,420800,荆门市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N120,萧山,330100,杭州市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N121,蒙自,532500,红河哈尼族彝族自治州,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N122,蚌埠,340300,蚌埠市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N123,衡阳,430400,衡阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N124,襄阳,420600,襄阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N125,许昌,411000,许昌市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N126,诸暨,330600,绍兴市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N127,贵阳,520100,贵阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N128,赣州,360700,赣州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N129,辽河,211100,盘锦市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N130,辽阳,211000,辽阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N131,邢台,130500,邢台市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N132,邯郸,130400,邯郸市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N133,郑州,410100,郑州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N134,郴州,431000,郴州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N135,鄂尔多斯,150600,鄂尔多斯市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N136,酒泉,620900,酒泉市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N137,重庆,500000,重庆市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N138,钦州,450700,钦州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N139,银川,640100,银川市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N140,锦州,210700,锦州市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N141,长坡,530100,昆明市,audited_manual_override,Evidence class=route_context_proxy; approved means model-baseline inclusion only; assignment is a route-context proxy and external facility-city verification is required; no coordinate or proximity access claim.,approved
N142,长岭,430600,岳阳市,audited_manual_override,Evidence class=audited_locality; approved means model-baseline inclusion only; assignment curated from the source locality or facility label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N143,长春,220100,长春市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N144,长沙,430100,长沙市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N145,阜阳,341200,阜阳市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N146,阳泉,140300,阳泉市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
N147,青岛,370200,青岛市,audited_manual_override,Evidence class=name_locality; approved means model-baseline inclusion only; assignment curated from the source station locality label and route context; external facility-city verification is not asserted; no coordinate or proximity access claim.,approved
